1, 528, 171
2, 461, 160
3, 525, 181
4, 581, 278
5, 481, 151
6, 458, 183
7, 424, 211
8, 435, 268
9, 530, 286
10, 513, 253
11, 575, 246
12, 461, 350
13, 471, 389
14, 427, 354
15, 269, 349
16, 374, 292
17, 306, 382
18, 267, 613
19, 329, 587
20, 321, 481
21, 348, 472
22, 329, 542
23, 359, 581
24, 469, 69
25, 571, 61
26, 627, 89
